Latitude_deg,Longitude_deg,Altitude_m,Time,X_Inertial,Y_Inertial,Z_Inertial,VX_Inertial,VY_Inertial,VZ_Inertial,Altitude_m,X_Accel,Y_Accel,Z_Accel,Thrust_Mag,Thrust_Dir_x,Thrust_Dir_Y,Thrust_Dir_Z,Thrust_Mag_N,Thrust_Dir_x_N,Thrust_Dir_Y_N,Thrust_Dir_Z_N,Phase
0.006308417457327146,15.919823176635369,46337.55397493276,494.0,1714680.1006425545,491519.8626202382,196.394240512622,-347.1871691037541,366.74278725405304,1.4295008535262173,46570.29769879719,0.205463745912839,-2.6368493583471624,-0.09725055985193112,5624.432158518378,0.6850909135809892,-0.7284513509372934,-0.003010897243336014,5568.12932169868,0.6059771821214217,-0.7947161249712864,-0.03487064461620594,1.0
0.006356441033490667,15.933992514204544,46104.750614839606,495.0,1714333.41066487,491884.2479627661,197.86348756089453,-346.6899776844087,364.3853425278627,1.4692470482725326,46337.55397493276,0.4971914193454232,-2.357444726190348,0.03974619474631527,5630.262533537594,0.6874774465482564,-0.7262002094497351,-0.0028306045962403353,5533.008126529713,0.7153748111411561,-0.6985904717843748,0.014428291331002525,1.0
0.006411725453227642,15.948085157732292,45871.82495223684,496.0,1713987.1869994309,492246.16265313554,199.55831691922683,-346.22366543908026,361.9146903694305,1.6948293583322946,46104.750614839606,0.46631224532844073,-2.4706521584321797,0.22558231005976198,5634.765591710212,0.6892938313044394,-0.7244760015844741,-0.0029211773983221713,5667.862424356396,0.6875568383954298,-0.7217463129592102,0.07966085333730877,1.0
0.006469908377535698,15.962108572551154,45638.69391546515,497.0,1713641.2871656304,492605.8083114085,201.34287475892415,-345.8998338004835,359.6456582729389,1.784557839697342,45871.82495223684,0.32383163859675324,-2.2690320964916317,0.08972848136504737,5639.639481817094,0.6912649751215664,-0.7225934400442479,-0.003383870864913532,5164.671900394545,0.6994789314495505,-0.7138031942323992,0.034813860253134404,1.0
0.006520259067918329,15.976061493062527,45405.42808215902,498.0,1713295.7913089918,492963.16771184513,202.8832373428562,-345.49585663845784,357.35940043660264,1.5403625839320623,45638.69391546515,0.40397716202566514,-2.286257836336236,-0.24419525576527967,5644.422895394436,0.6931945582209963,-0.7207416391717872,-0.0035763121644699827,5321.264584482877,0.7091236901600431,-0.6990921619769405,-0.0917154328812685,1.0
0.006574205811349073,15.989929933323499,45172.22768048267,499.0,1712951.013612855,493317.8792886526,204.53507696803487,-344.77769613694716,354.7115768074622,1.651839625178656,45405.428082158556,0.7181605015106947,-2.647823629140395,0.11147704124659381,5649.082904373448,0.695069129664921,-0.7189362264884499,-0.0030989039666037203,6258.131733835222,0.7034635423183252,-0.70983367274335,0.03568242442467608,1.0
0.006624834654587702,16.00372017572261,44939.02641014196,500.0,1712606.837867578,493670.11402712605,206.08326516231588,-344.17574527693114,352.2347384734524,1.5481881942810205,45172.22768048267,0.6019508600160353,-2.4768383340098143,-0.10365143089763547,5653.861624318772,0.6969905486040497,-0.7170725348110673,-0.003339301293149402,5851.5348253571165,0.7127216151764402,-0.7005534220876068,-0.03536655581687675,1.0
0.006684231071547091,16.017437212863403,44705.92601831118,501.0,1712263.320232616,494020.0507181745,207.9037562223856,-343.517634962074,349.936691048446,1.8204910600697122,44939.02641014196,0.6581103148571137,-2.2980474250063914,0.27230286578869173,5658.556736159163,0.6988737598346544,-0.7152381287741417,-0.0031437081755956117,5712.973078391672,0.7497676792659937,-0.6547878333860859,0.09539039905448245,1.0
0.006744573897979406,16.031084019275045,44472.82981629833,502.0,1711920.3435439256,494367.75279298594,209.75319738862245,-342.97668869043304,347.7020748114551,1.8494411662368595,44705.92601831118,0.5409462716409545,-2.234616236990897,0.028950106167147344,5662.717780252473,0.7005265082763524,-0.7136167210891902,-0.0037124796978756282,5427.402386449067,0.7461476549995646,-0.6656924326608773,0.010734519721245568,1.0
0.00681305934558751,16.04465510707024,44239.583646128885,503.0,1711577.808388154,494713.0147522655,211.8553284444244,-342.5351557715202,345.2619592795479,2.1021310558019444,44472.82981629833,0.44153291891284563,-2.4401155319071766,0.25268988956508487,5667.0446393411885,0.702247528403597,-0.7119227944892041,-0.0037867456615687137,5592.304653532021,0.6886940606260307,-0.7193886197424624,0.09043560826642272,1.0
0.0068757786425500565,16.05814157620241,44006.45058834832,504.0,1711236.0458756743,495055.64514778194,213.77763774835432,-341.76251247962966,342.63039551646466,1.9223093039299182,44239.58364612912,0.7726432918904904,-2.6315637630832267,-0.17982175187202615,5672.140603544805,0.7042913085064502,-0.7098979272092318,-0.004322220966219121,6317.5160315359635,0.7145497572243898,-0.6972679089884353,-0.056869823348882007,1.0
0.006937947108621722,16.071550189904585,43773.43175448873,505.0,1710895.000119388,495395.84781836317,215.6823266148872,-341.0457562861679,340.20267058120714,1.9046888665328712,44006.45058834832,0.7167561934617801,-2.4277249352574923,-0.017620437397046985,5676.932351239069,0.7062039538705034,-0.7079973115669433,-0.003972180626680868,5946.314186313707,0.7404549997396895,-0.6720788543501358,-0.005864121982478357,1.0
0.00699087509851646,16.084877760847895,43540.191944387974,506.0,1710554.3781843723,495733.4357678738,217.29925859680932,-340.62193501567214,337.58794951059724,1.6169319819221257,43773.43175448873,0.42382127049573226,-2.61472107060992,-0.2877568846107454,5681.399633156088,0.707975790349531,-0.7062256314418178,-0.003953937501928837,5830.754757236122,0.6547491567255029,-0.7493809469466154,-0.09863892035256648,1.0
0.007045999721819479,16.098134274657436,43306.57511389279,507.0,1710213.9452263052,496068.6648573373,218.98398290235815,-340.43295806715435,335.2290894635224,1.6847243055488401,43540.191944387974,0.18897694851781632,-2.35886004707479,0.06779232362671438,5687.081056553653,0.7102588920354335,-0.7039324786082215,-0.0033715982440291944,5109.445916259616,0.6553682523265814,-0.7548392413676162,0.026609933789262866,1.0
0.007095843123315967,16.11131608688431,43072.92235229141,508.0,1709874.0617762513,496401.5224316079,220.50413865375418,-339.88345005387856,332.85757427055114,1.520155751396031,43306.57511389279,0.5495080132758023,-2.371515192971315,-0.16456855415280908,5692.739252375215,0.7125272691954347,-0.7016355555774298,-0.0035261333555815567,5633.688946140403,0.722476639220783,-0.6889267983843728,-0.05835548709145445,1.0
0.0071446500902439345,16.124423749193163,42839.069959964836,509.0,1709534.5671896657,496731.98056423425,221.99165989142756,-339.49458658553186,330.45813262634755,1.4875212376733686,43072.92235229141,0.38886346834669805,-2.3994416442035806,-0.03263451372266256,5697.584634992961,0.7144489504509953,-0.6996802714270487,-0.0031954297302053793,5436.558140108427,0.6896824496348085,-0.7240121857503846,-0.011935086170865139,1.0
0.007186233699150193,16.137451461413175,42605.243435046636,510.0,1709195.729699796,497059.930380355,223.25437824925544,-338.8374898696642,327.9498161207516,1.262718357827879,42839.06995996507,0.6570967158676881,-2.508316505595955,-0.22480287984548983,5702.924335371365,0.7165756617492529,-0.6975023002538767,-0.003139730521103066,5985.274547313824,0.7161820550016381,-0.6938644886260448,-0.07505416521552764,1.0
0.007231676874026905,16.15040331661356,42371.437163851224,511.0,1708857.5097529755,497385.49380085035,224.63664895386498,-338.2199468205823,325.5634204953409,1.3822707046095273,42605.243435046636,0.6175430490818836,-2.386395625410742,0.11955234678164839,5707.920946800404,0.7185544509251877,-0.6954655464609509,-0.0026777789453911274,5747.9579315040055,0.7320897437901626,-0.6799313628371011,0.04166575675131669,1.0
0.007274152040103909,16.16328503317129,42138.06612242013,512.0,1708520.2574467903,497708.9587599647,225.92642127151902,-337.25230618524523,323.46495911430486,1.2897723176540516,42371.437163851224,0.9676406353370819,-2.0984613810360178,-0.09249838695547566,5712.741770292344,0.720455288363071,-0.6934951359266337,-0.002944427874366513,5935.399487581107,0.8270377611874373,-0.5612833826473604,-0.031102521839012298,1.0
0.007319993335625697,16.176099063161086,41904.525707829045,513.0,1708183.3721525876,498030.2306398986,227.32036016413522,-336.885294202715,321.2718799339535,1.3939388926162004,42138.06612242013,0.3670119825302207,-2.1930791803513365,0.10416657496214873,5716.015342955208,0.7217022858775051,-0.6921980846762279,-0.002760045262377454,5116.894703837877,0.7246827126986206,-0.6878728775033637,0.04079162122730925,1.0
0.007364080981114879,16.18883673349248,41670.87496941071,514.0,1707846.987223192,498349.06853724836,228.65945920773672,-336.384929395782,318.8378973497027,1.339099043601502,41904.525707829045,0.5003648069329723,-2.433982584250848,-0.054839849014698516,5721.018537183193,0.7236745714312696,-0.6901348738725931,-0.002994366771345039,5641.042803858861,0.7047305787754352,-0.7092091593193844,-0.01937298453588524,1.0
0.007407680619098724,16.20149505663088,41437.161005579634,515.0,1707511.175200679,498665.3978841799,229.98303954298663,-335.8120225126963,316.32934693155994,1.323580335249916,41670.87496941071,0.5729068830857582,-2.5085504181427405,-0.015518708351585917,5726.346039533269,0.7257800351466285,-0.6879207720756053,-0.002889223820685533,5847.894525141693,0.704712721729817,-0.7094720444144728,-0.005239332667178928,1.0
0.00745014320984099,16.214073902641445,41203.29962284025,516.0,1707175.8577721629,498979.1925350023,231.27094824358122,-335.31742851631986,313.7946508223943,1.2879087005945806,41437.1610055794,0.49459399637641166,-2.534696109165616,-0.035671634655335446,5731.726052774055,0.7279037870561744,-0.6856732759762448,-0.0028689834607248743,5776.621159137228,0.686395629764242,-0.727123244598786,-0.012280960045002643,1.0
0.007494010436439317,16.22657501798502,40969.598325222265,517.0,1706841.3162166355,499290.5921400135,232.60212889945873,-334.54155552746437,311.39960501120066,1.3311806558775057,41203.299622840015,0.7758729888554936,-2.395045811193677,0.043271955282925094,5737.403109646716,0.7301483761738315,-0.6832828695000404,-0.002804400745168887,5989.9553024716015,0.7559647204176688,-0.6544497860439965,0.014515488917835143,1.0
0.007536764974605166,16.23899937079234,40735.96585286874,518.0,1706507.4557942743,499599.6013505134,233.8984292170773,-333.8604223610749,309.0092104998547,1.2963003176185748,40969.598325222265,0.6811331663894742,-2.390394511345976,-0.034880338258930964,5742.074326040714,0.7319673776830861,-0.6813334502860734,-0.0029125852911421526,5841.408317015287,0.7428525952747707,-0.669348211373986,-0.011872988961469764,1.0
0.007574868800884215,16.251339406426208,40502.24665398244,519.0,1706174.1944241263,499905.9528450648,235.05005664325662,-333.2613701479382,306.35149455142783,1.1516274261793134,40735.96585286874,0.5990522131367135,-2.657715948426848,-0.14467289143926135,5746.999999203784,0.733890069370765,-0.6792622777092132,-0.0028495199379863913,6104.650556305256,0.6840251494601368,-0.7279198945100495,-0.04733074536408808,1.0
0.007612354131114887,16.263600827997294,40268.77288651094,520.0,1705841.8024432696,500209.91128814145,236.18221625093696,-332.391980856556,303.9584430766626,1.1321596076803355,40502.24665398244,0.8693892913821843,-2.3930514747652243,-0.01946781849897781,5752.865145194956,0.7362026086169802,-0.6767564129690569,-0.0025440425781473206,6129.197233065619,0.7695953014338576,-0.6384994485529165,-0.00628554482223147,1.0
0.007655266025983867,16.275789043395942,40035.380513780285,521.0,1705510.076430803,500511.59296989423,237.48242465640104,-331.7260124666206,301.68168175277856,1.3002084054640755,40268.77288651047,0.6659683899354052,-2.2767613238840694,0.16804879778373993,5757.419932105018,0.7379632294000599,-0.6748362390639906,-0.00251357496088524,5677.900039556559,0.7592160356471293,-0.6481329497925642,0.05926663467065144,1.0
0.007699765822505514,16.287894652025766,39802.03250550572,522.0,1705179.0642185872,500810.70900273096,238.83154299804147,-331.012212215688,299.11603283671815,1.3491183416404435,40035.380513780285,0.7138002509325858,-2.5656489160603897,0.04890993617636805,5762.193492078787,0.7398119793413063,-0.6728074185348821,-0.002899711562714341,6128.049827480102,0.719153839766264,-0.6946644125773244,0.01603034256509503,1.0
0.0077521198129055745,16.299921764209255,39568.702631991124,523.0,1704848.705988781,501107.3757373297,240.42389093271157,-330.35822980627245,296.66673459875045,1.5923479346700935,39802.03250550572,0.6539824094155711,-2.4492982379677115,0.24322959302964997,5767.658388905296,0.7419461910272233,-0.6704526088414172,-0.0030239766929591578,5900.111188788496,0.7267609050958397,-0.6819141961850828,0.08251989789728727,1.0
0.007806213407827505,16.311871641202778,39335.277443812694,524.0,1704518.8831411758,501401.6000480443,242.06974440178908,-329.8228476052727,294.22431071456407,1.6458534690775006,39568.702631991124,0.5353822009997435,-2.4424238841863684,0.05350553440740724,5772.996287397129,0.7440231807174981,-0.6681441767582847,-0.0035862396279848553,5700.465672262963,0.710707939272348,-0.703233317929843,0.018846075069882926,1.0
0.007857473378024553,16.323744767910885,39102.19667915255,525.0,1704190.0145286804,501693.5218161645,243.62734552668655,-328.86861249547684,291.92176812021756,1.5576011248974853,39335.27744381246,0.9542351097958783,-2.3025425943465168,-0.0882523441800153,5778.642415561949,0.7462250839386838,-0.6656832980307669,-0.00372374792113552,6151.337221188803,0.79489546912313,-0.6060690111417554,-0.028624883105145008,1.0
